grid_id,population,floating,competitor_cnt,transport_cnt,score,rank,name
0004_0004,4.0,0.0,0.0,0.0,1.0,1,0004_0004
0007_0005,2.0,0.0,0.0,1.0,1.0,2,0007_0005
0008_0005,4.0,0.0,0.0,0.0,1.0,3,0008_0005
0009_0010,0.0,0.0,0.0,2.0,1.0,4,0009_0010
0012_0004,0.0,0.0,0.0,2.0,1.0,5,0012_0004
0014_0012,3.0,0.0,0.0,0.0,0.75,6,0014_0012
0015_0021,3.0,0.0,0.0,0.0,0.75,7,0015_0021
0007_0007,0.0,0.0,0.0,1.0,0.5,8,0007_0007
0008_0006,2.0,0.0,0.0,0.0,0.5,9,0008_0006
0009_0003,0.0,0.0,0.0,1.0,0.5,10,0009_0003
